HP:0001667	MP:0006391
HP:0011618	MP:0002524
HP:0001635	MP:0005040
HP:0007374	MP:0002456
HP:0100928	MP:0000406
HP:0011944	MP:0008530
HP:0008273	MP:0008850
HP:0007385	MP:0012149
HP:0100124	MP:0012430
HP:0011653	MP:0000267
HP:0012528	MP:0011916
HP:0011666	MP:0009147
HP:0010353	MP:0009191
HP:0008588	MP:0001728
HP:0003448	MP:0010229
HP:0011433	MP:0004972
HP:0011667	MP:0008249
HP:0008436	MP:0003483
HP:0006135	MP:0010675
HP:0008464	MP:0005668
HP:0006362	MP:0004228
HP:0002627	MP:0009344
HP:0003148	MP:0011668
HP:0003164	MP:0008541
HP:0006274	MP:0004294
HP:0011208	MP:0010532
HP:0000750	MP:0011829
HP:0008421	MP:0009748
HP:0012173	MP:0005067
HP:0010985	MP:0008095
HP:0005253	MP:0005642
HP:0002171	MP:0011720
HP:0012180	MP:0001043
HP:0005409	MP:0011097
HP:0007958	MP:0002887
HP:0008819	MP:0008752
HP:0004695	MP:0008407
HP:0200036	MP:0011127
HP:0011949	MP:0008851
HP:0100419	MP:0011134
HP:0010712	MP:0003814
HP:0008133	MP:0008481
HP:0008501	MP:0011614
HP:0012528	MP:0000064
HP:0003557	MP:0004300
HP:0004904	MP:0011111
HP:0007277	MP:0008451
HP:0011697	MP:0003548
HP:0002211	MP:0011911
HP:0002929	MP:0001532
HP:0001763	MP:0001043
HP:0004599	MP:0012531
HP:0010855	MP:0010555
HP:0009583	MP:0002868
HP:0011543	MP:0011855
HP:0011288	MP:0010765
HP:0008449	MP:0010733
HP:0004020	MP:0012392
HP:0001452	MP:0008719
HP:0001477	MP:0011132
HP:0200110	MP:0002862
HP:0011694	MP:0010045
HP:0003795	MP:0004563
HP:0009821	MP:0012239
HP:0007858	MP:0008758
HP:0005867	MP:0000352
HP:0010131	MP:0005064
HP:0010802	MP:0004429
HP:0005170	MP:0011063
HP:0005867	MP:0003032
HP:0007935	MP:0005341
HP:0005780	MP:0011194
HP:0009554	MP:0006425
HP:0004771	MP:0011349
HP:0005369	MP:0003625
HP:0005910	MP:0011217
HP:0005855	MP:0000105
HP:0008261	MP:0011822
HP:0010163	MP:0010917
HP:0009619	MP:0006205
HP:0100493	MP:0008305
HP:0002419	MP:0012269
HP:0100063	MP:0008520
HP:0011670	MP:0004233
HP:0008259	MP:0008856
HP:0012356	MP:0008132
HP:0008659	MP:0009307
HP:0001606	MP:0012227
HP:0005066	MP:0008717
HP:0000483	MP:0008407
HP:0002783	MP:0004220
HP:0005325	MP:0009709
HP:0007589	MP:0012193
HP:0006253	MP:0011698
HP:0100157	MP:0000043
HP:0011229	MP:0011622
HP:0000196	MP:0006003
HP:0000207	MP:0010731
HP:0010920	MP:0008759
HP:0002612	MP:0008768
HP:0011959	MP:0008068
HP:0009613	MP:0010481
HP:0005769	MP:0010853
HP:0005296	MP:0009568
HP:0010879	MP:0003480
HP:0010104	MP:0011674
HP:0001408	MP:0011901
HP:0100431	MP:0008158
HP:0012179	MP:0004432
HP:0004633	MP:0012569
HP:0001400	MP:0010299
HP:0001531	MP:0006289
HP:0001816	MP:0011024
HP:0011612	MP:0011491
HP:0100848	MP:0012349
HP:0000773	MP:0011830
HP:0000888	MP:0008825
HP:0003867	MP:0005052
HP:0007163	MP:0000585
HP:0008227	MP:0011648
HP:0003267	MP:0010677
HP:0010159	MP:0010731
HP:0012275	MP:0004165
HP:0003375	MP:0000012
HP:0005967	MP:0003904
HP:0012061	MP:0000855
HP:0002695	MP:0010623
HP:0007506	MP:0011917
HP:0007519	MP:0008477
HP:0010627	MP:0010444
HP:0007873	MP:0012450
HP:0008167	MP:0010085
HP:0010533	MP:0009546
HP:0005498	MP:0011375
HP:0006673	MP:0011645
HP:0012155	MP:0010539
HP:0006467	MP:0004767
HP:0002480	MP:0001723
HP:0007925	MP:0006206
HP:0012273	MP:0012397
HP:0012473	MP:0008411
HP:0005100	MP:0010625
HP:0012015	MP:0003187
HP:0011705	MP:0012195
HP:0010509	MP:0011038
HP:0007875	MP:0012439
HP:0003332	MP:0003542
HP:0007286	MP:0000935
HP:0008765	MP:0011123
HP:0011289	MP:0000748
HP:0011183	MP:0011748
HP:0000584	MP:0008216
HP:0010846	MP:0011109
HP:0007530	MP:0011610
HP:0003431	MP:0011585
HP:0005174	MP:0012424
HP:0009011	MP:0012617
HP:0012562	MP:0000887
HP:0010868	MP:0008733
HP:0005005	MP:0009004
HP:0005357	MP:0012573
HP:0005120	MP:0011205
HP:0001722	MP:0011225
HP:0011182	MP:0010407
HP:0012064	MP:0012569
HP:0003846	MP:0000941
HP:0000224	MP:0009290
HP:0011870	MP:0008094
HP:0003456	MP:0002540
HP:0002708	MP:0011038
HP:0000188	MP:0003090
HP:0007267	MP:0011818
HP:0006308	MP:0011094
HP:0008559	MP:0002534
HP:0003931	MP:0001650
HP:0010847	MP:0011992
HP:0003318	MP:0012074
HP:0009027	MP:0003408
HP:0007163	MP:0003594
HP:0000884	MP:0009755
HP:0010257	MP:0011098
HP:0200073	MP:0002776
HP:0012181	MP:0009916
HP:0012275	MP:0011875
HP:0003448	MP:0011597
HP:0009107	MP:0008894
HP:0012094	MP:0002241
HP:0100586	MP:0010441
HP:0002898	MP:0008407
HP:0010174	MP:0000401
HP:0002944	MP:0008746
HP:0002805	MP:0001184
HP:0005111	MP:0011672
HP:0011269	MP:0011272
HP:0012546	MP:0011668
HP:0011989	MP:0002796
HP:0003517	MP:0008017
HP:0005546	MP:0002771
HP:0012547	MP:0012068
HP:0011201	MP:0004548
HP:0003138	MP:0012592
HP:0011731	MP:0012424
HP:0000940	MP:0009713
HP:0005317	MP:0003481
HP:0004262	MP:0001838
HP:0001226	MP:0000121
HP:0004162	MP:0009017
HP:0005891	MP:0012396
HP:0009309	MP:0011667
HP:0010850	MP:0011442
HP:0007006	MP:0009435
HP:0005404	MP:0012654
HP:0009027	MP:0011661
HP:0009376	MP:0006264
HP:0002695	MP:0011169
HP:0000403	MP:0001721
HP:0011598	MP:0004263
HP:0012148	MP:0003967
HP:0005878	MP:0010844
HP:0006727	MP:0001740
HP:0003914	MP:0004585
HP:0012485	MP:0004041
HP:0001326	MP:0003356
HP:0011213	MP:0008919
HP:0003318	MP:0000387
HP:0005298	MP:0003537
HP:0004752	MP:0012318
HP:0012658	MP:0003498
HP:0004143	MP:0005192
HP:0001034	MP:0003194
HP:0011275	MP:0008205
HP:0009017	MP:0012460
HP:0010352	MP:0009295
HP:0003992	MP:0011103
HP:0011549	MP:0009071
HP:0012456	MP:0009273
HP:0100804	MP:0004746
HP:0011688	MP:0000862
HP:0005111	MP:0012386
HP:0002614	MP:0008519
HP:0100367	MP:0004040
HP:0009593	MP:0001415
HP:0001976	MP:0011901
HP:0010276	MP:0004822
HP:0010618	MP:0003627
HP:0007756	MP:0004154
HP:0007778	MP:0008351
HP:0200148	MP:0001198
HP:0012301	MP:0012285
HP:0006597	MP:0010465
HP:0002108	MP:0009352
HP:0009329	MP:0009923
HP:0008425	MP:0008411
HP:0007590	MP:0000418
HP:0009774	MP:0011270
HP:0008249	MP:0008874
HP:0010845	MP:0003889
HP:0008230	MP:0009764
HP:0005176	MP:0002134
HP:0001684	MP:0004294
HP:0001287	MP:0008760
HP:0005997	MP:0012546
HP:0009936	MP:0006067
HP:0000926	MP:0011528
HP:0004607	MP:0011192
HP:0003248	MP:0002907
HP:0100960	MP:0008285
HP:0007270	MP:0001836
HP:0003948	MP:0012075
HP:0004048	MP:0004518
HP:0011177	MP:0011220
HP:0011555	MP:0008512
HP:0003184	MP:0000230
HP:0002033	MP:0009298
HP:0006756	MP:0011111
HP:0009944	MP:0003220
HP:0005946	MP:0000450
HP:0006450	MP:0005600
HP:0100174	MP:0004821
HP:0001642	MP:0002801
HP:0011209	MP:0005406
HP:0008034	MP:0008874
HP:0000052	MP:0012469
HP:0012094	MP:0010981
HP:0005689	MP:0009294
HP:0006216	MP:0011253
HP:0007249	MP:0011205
HP:0011190	MP:0003708
HP:0010207	MP:0003166
HP:0012271	MP:0001904
HP:0006962	MP:0010066
HP:0007471	MP:0003025
HP:0009973	MP:0011666
HP:0000570	MP:0004794
HP:0007737	MP:0012424
HP:0004162	MP:0006343
HP:0011209	MP:0011797
HP:0004387	MP:0000862
HP:0011219	MP:0003482
HP:0007479	MP:0004218
HP:0008167	MP:0006323
HP:0010347	MP:0009764
HP:0007236	MP:0011673
HP:0001129	MP:0001433
HP:0006232	MP:0000983
HP:0012547	MP:0005592
HP:0008815	MP:0012626
HP:0006394	MP:0001023
HP:0010115	MP:0003350
HP:0012330	MP:0011111
HP:0009574	MP:0005670
HP:0011433	MP:0002562
HP:0002006	MP:0012427
HP:0001008	MP:0010430
HP:0004889	MP:0001699
HP:0008392	MP:0008561
HP:0008486	MP:0006020
HP:0100617	MP:0008305
HP:0002480	MP:0000165
HP:0007404	MP:0011106
HP:0003224	MP:0012456
HP:0009778	MP:0002298
HP:0000218	MP:0009758
HP:0001799	MP:0011006
HP:0009003	MP:0002881
HP:0005416	MP:0010394
HP:0006598	MP:0000273
HP:0011185	MP:0006042
HP:0003609	MP:0011456
HP:0002549	MP:0009269
HP:0006304	MP:0008478
HP:0001845	MP:0003544
HP:0001159	MP:0005066
HP:0007193	MP:0005048
HP:0003872	MP:0012186
HP:0002959	MP:0004809
HP:0004571	MP:0002535
HP:0011671	MP:0008173
HP:0011184	MP:0008694
HP:0000675	MP:0006056
HP:0003189	MP:0004220
HP:0009426	MP:0011036
HP:0001442	MP:0004524
HP:0012339	MP:0001842
HP:0001129	MP:0000629
HP:0006790	MP:0000816
HP:0100322	MP:0010046
HP:0011184	MP:0009142
HP:0100323	MP:0004398
HP:0001140	MP:0006391
HP:0010778	MP:0011105
HP:0012175	MP:0011825
HP:0008659	MP:0001245
HP:0011785	MP:0002499
HP:0011820	MP:0001721
HP:0001304	MP:0000941
HP:0009103	MP:0008360
HP:0200114	MP:0011698
HP:0012623	MP:0001820
HP:0000114	MP:0011609
HP:0010940	MP:0011030
HP:0011597	MP:0008483
HP:0003392	MP:0012344
HP:0002909	MP:0002801
HP:0006035	MP:0006143
HP:0002349	MP:0005133
HP:0004972	MP:0012477
HP:0002872	MP:0001903
HP:0010304	MP:0004737
HP:0007280	MP:0011432
HP:0003920	MP:0004764
HP:0010915	MP:0011675
HP:0010055	MP:0012289
HP:0100010	MP:0004767
HP:0100540	MP:0011006
HP:0000063	MP:0010576
HP:0011547	MP:0001584
HP:0011212	MP:0012597
HP:0004022	MP:0001245
HP:0100427	MP:0002137
HP:0007232	MP:0009993
HP:0002145	MP:0002194
HP:0200013	MP:0012450
HP:0011473	MP:0009764
HP:0004110	MP:0011658
HP:0009678	MP:0000901
HP:0007812	MP:0010444
HP:0005802	MP:0003695
HP:0011022	MP:0012428
HP:0006175	MP:0004039
HP:0005423	MP:0009886
HP:0008569	MP:0009424
HP:0006291	MP:0008654
HP:0012175	MP:0004666
HP:0005437	MP:0004666
HP:0011598	MP:0002674
HP:0012107	MP:0011104
HP:0012307	MP:0000993
HP:0004411	MP:0005043
HP:0008204	MP:0011818
HP:0008635	MP:0011028
HP:0011592	MP:0004236
HP:0006203	MP:0001741
HP:0001326	MP:0012313
HP:0006794	MP:0012459
HP:0004260	MP:0004813
HP:0000286	MP:0004767
HP:0002773	MP:0000940
HP:0000807	MP:0010066
HP:0004729	MP:0008390
HP:0002144	MP:0009764
HP:0010192	MP:0004587
HP:0009108	MP:0003602
HP:0011737	MP:0002956
HP:0100194	MP:0009790
HP:0003183	MP:0012348
HP:0002349	MP:0011775
HP:0011055	MP:0000731
HP:0007695	MP:0011107
HP:0001922	MP:0001721
HP:0003744	MP:0003621
HP:0011542	MP:0009357
HP:0011249	MP:0012373
HP:0011293	MP:0003265
HP:0002495	MP:0012148
HP:0002803	MP:0009296
HP:0011595	MP:0009044
HP:0006161	MP:0001289
HP:0011940	MP:0011645
HP:0006852	MP:0011103
HP:0012018	MP:0004489
HP:0010389	MP:0010691
HP:0007087	MP:0009887
HP:0002766	MP:0010137
HP:0011614	MP:0009707
HP:0012301	MP:0010612
HP:0100935	MP:0010824
HP:0004631	MP:0005597
HP:0011237	MP:0010847
HP:0011213	MP:0010623
HP:0011966	MP:0008432
HP:0007935	MP:0006002
HP:0010995	MP:0008530
HP:0001711	MP:0000996
HP:0001816	MP:0011098
HP:0009421	MP:0004530
HP:0001070	MP:0000616
HP:0009727	MP:0012469
HP:0011317	MP:0010156
HP:0002872	MP:0008161
HP:0010727	MP:0008530
HP:0006694	MP:0008688
HP:0004972	MP:0012027
HP:0009132	MP:0000643
HP:0008205	MP:0012486
HP:0004732	MP:0005395
HP:0003774	MP:0009546
HP:0011655	MP:0003358
HP:0010266	MP:0009122
HP:0002875	MP:0009546
HP:0012229	MP:0009435
HP:0100420	MP:0003207
HP:0011050	MP:0009790
HP:0003610	MP:0001052
HP:0008309	MP:0011571
HP:0007680	MP:0000940
HP:0009691	MP:0004155
HP:0012557	MP:0000160
HP:0006977	MP:0002134
HP:0005599	MP:0005067
HP:0006859	MP:0008844
HP:0002025	MP:0011856
HP:0007732	MP:0001723
HP:0010457	MP:0003220
HP:0007698	MP:0011678
HP:0005605	MP:0005411
HP:0007879	MP:0004563
HP:0009687	MP:0012149
HP:0000683	MP:0011677
HP:0008306	MP:0002488
HP:0100505	MP:0011269
HP:0004291	MP:0002843
HP:0003461	MP:0003468
HP:0003487	MP:0012438
HP:0003079	MP:0001980
HP:0100881	MP:0002859
HP:0100358	MP:0010012
HP:0005428	MP:0009301
HP:0011998	MP:0009587
HP:0007598	MP:0000419
HP:0011797	MP:0009478
HP:0010960	MP:0009826
HP:0006932	MP:0010380
HP:0100029	MP:0008285
HP:0007515	MP:0004572
HP:0004573	MP:0000984
HP:0011648	MP:0010305
HP:0011199	MP:0010257
HP:0100524	MP:0011620
HP:0001226	MP:0008203
HP:0010614	MP:0011967
HP:0005605	MP:0004216
HP:0005833	MP:0003773
HP:0012523	MP:0002523
HP:0011666	MP:0004739
HP:0008327	MP:0004746
HP:0011653	MP:0008905
HP:0005461	MP:0011077
HP:0012012	MP:0010637
HP:0011693	MP:0008013
HP:0009576	MP:0004296
HP:0005650	MP:0009111
HP:0003526	MP:0011028
HP:0002626	MP:0000036
HP:0011291	MP:0003053
HP:0001963	MP:0002530
HP:0006719	MP:0003563
HP:0003656	MP:0011680
HP:0004492	MP:0008584
HP:0002282	MP:0012350
HP:0007402	MP:0001450
HP:0009017	MP:0011140
HP:0011654	MP:0000134
HP:0010966	MP:0010475
HP:0012060	MP:0008767
HP:0011550	MP:0003333
HP:0005692	MP:0009437
HP:0007486	MP:0009408
HP:0003712	MP:0004746
HP:0011230	MP:0009767
HP:0012128	MP:0001020
HP:0011669	MP:0011813
HP:0011611	MP:0008519
HP:0008269	MP:0008033
HP:0002519	MP:0004183
HP:0011790	MP:0011558
HP:0001726	MP:0000118
HP:0009027	MP:0009273
HP:0010304	MP:0001470
HP:0012502	MP:0009403
HP:0200017	MP:0005642
HP:0004722	MP:0004006
HP:0008132	MP:0005612
HP:0010479	MP:0010441
HP:0001257	MP:0012016
HP:0007103	MP:0011628
HP:0011689	MP:0010039
HP:0100105	MP:0009767
HP:0005764	MP:0003701
HP:0001898	MP:0000500
HP:0010753	MP:0009291
HP:0006088	MP:0006165
HP:0009155	MP:0011171
HP:0001409	MP:0012385
HP:0001544	MP:0000005
HP:0009141	MP:0000697
HP:0009959	MP:0008482
HP:0001460	MP:0009754
HP:0006035	MP:0003351
HP:0000589	MP:0008825
HP:0010846	MP:0009795
HP:0012275	MP:0003246
HP:0006503	MP:0008766
HP:0007371	MP:0008874
HP:0004885	MP:0011608
HP:0012187	MP:0012289
HP:0009779	MP:0010690
HP:0002335	MP:0009850
HP:0005900	MP:0008837
HP:0001604	MP:0011104
HP:0007944	MP:0010173
HP:0011692	MP:0009256
HP:0001215	MP:0011678
HP:0008223	MP:0012643
HP:0009583	MP:0010890
HP:0005115	MP:0011007
HP:0005938	MP:0003393
HP:0008134	MP:0002483
HP:0010416	MP:0011103
HP:0011294	MP:0000140
HP:0006689	MP:0009887
HP:0007387	MP:0012420
HP:0000387	MP:0009758
HP:0009664	MP:0000128
HP:0005072	MP:0009764
HP:0012012	MP:0012477
HP:0008344	MP:0003900
HP:0003931	MP:0004325
HP:0100855	MP:0011112
HP:0003860	MP:0006297
HP:0100320	MP:0008851
HP:0005298	MP:0005672
HP:0002853	MP:0008560
HP:0009665	MP:0006421
HP:0009329	MP:0003194
HP:0100617	MP:0011672
HP:0006088	MP:0008538
HP:0012631	MP:0011162
HP:0011918	MP:0004489
HP:0005222	MP:0003164
HP:0005165	MP:0008758
HP:0002367	MP:0008851
HP:0007903	MP:0004580
HP:0001890	MP:0003242
HP:0003513	MP:0012360
HP:0006232	MP:0010557
HP:0006938	MP:0010434
HP:0001886	MP:0002791
HP:0100577	MP:0011068
HP:0005694	MP:0009750
HP:0009706	MP:0010425
HP:0002923	MP:0010444
HP:0010208	MP:0012478
HP:0004499	MP:0009519
HP:0100486	MP:0010068
HP:0007009	MP:0003543
HP:0008227	MP:0001665
HP:0100728	MP:0002533
HP:0002548	MP:0005516
HP:0011670	MP:0002362
HP:0008528	MP:0009301
HP:0009961	MP:0003151
HP:0009294	MP:0008520
HP:0010256	MP:0009303
HP:0010403	MP:0010405
HP:0005267	MP:0006125
HP:0003466	MP:0003287
HP:0010211	MP:0008206
HP:0011983	MP:0006003
HP:0100005	MP:0008520
HP:0000322	MP:0011104
HP:0010035	MP:0008853
HP:0003217	MP:0008431
HP:0011667	MP:0001908
HP:0009177	MP:0010692
HP:0010864	MP:0011145
HP:0005490	MP:0005429
HP:0011595	MP:0000181
HP:0003855	MP:0012641
HP:0012285	MP:0001021
HP:0012478	MP:0011661
HP:0000015	MP:0011127
HP:0011835	MP:0012462
HP:0008760	MP:0011027
HP:0011551	MP:0002399
HP:0006851	MP:0009725
HP:0008391	MP:0004434
HP:0011643	MP:0010946
HP:0008115	MP:0011270
HP:0003164	MP:0002842
HP:0007187	MP:0004814
HP:0009058	MP:0012039
HP:0100612	MP:0003992
HP:0010487	MP:0011030
HP:0007488	MP:0009194
HP:0000725	MP:0004432
HP:0010759	MP:0009778
HP:0009855	MP:0004500
HP:0011060	MP:0004907
HP:0011652	MP:0001710
HP:0009056	MP:0003786
HP:0002476	MP:0000894
HP:0004235	MP:0004464
HP:0000609	MP:0004530
HP:0002614	MP:0004428
HP:0010334	MP:0011005
HP:0200083	MP:0003218
HP:0100167	MP:0009191
HP:0003987	MP:0009134
HP:0100345	MP:0005224
HP:0006162	MP:0008298
HP:0011548	MP:0003533
HP:0002470	MP:0011127
HP:0012354	MP:0008352
HP:0005900	MP:0001306
HP:0011710	MP:0001289
HP:0003455	MP:0004360
HP:0006206	MP:0010932
HP:0011290	MP:0009110
HP:0005381	MP:0001023
HP:0200111	MP:0001415
HP:0005709	MP:0002578
HP:0100751	MP:0012573
HP:0011738	MP:0001358
HP:0011659	MP:0008375
HP:0011217	MP:0011029
HP:0002642	MP:0000027
HP:0002723	MP:0004804
HP:0007404	MP:0011409
HP:0004017	MP:0012587
HP:0000833	MP:0005642
HP:0003448	MP:0004468
HP:0011107	MP:0009977
HP:0009796	MP:0001456
HP:0007494	MP:0008938
HP:0006541	MP:0009180
HP:0100542	MP:0012487
HP:0002788	MP:0003139
HP:0001188	MP:0011609
HP:0010821	MP:0012419
HP:0000134	MP:0004587
HP:0005747	MP:0000449
HP:0006413	MP:0000940
HP:0001133	MP:0008760
HP:0011680	MP:0004842
HP:0009073	MP:0004588
HP:0007103	MP:0004739
HP:0011433	MP:0009584
HP:0001623	MP:0010645
HP:0011434	MP:0000740
HP:0012320	MP:0009713
HP:0003688	MP:0008340
HP:0010192	MP:0010481
HP:0100302	MP:0011442
HP:0008271	MP:0002287
HP:0012409	MP:0011007
HP:0011173	MP:0001415
HP:0005650	MP:0004236
HP:0011515	MP:0009748
HP:0004889	MP:0010282
HP:0004168	MP:0004699
HP:0007330	MP:0011244
HP:0000070	MP:0012568
HP:0000750	MP:0000901
HP:0011307	MP:0008364
HP:0004828	MP:0001491
HP:0004743	MP:0010472
HP:0007414	MP:0002456
HP:0010923	MP:0004490
HP:0011912	MP:0000993
HP:0004631	MP:0009658
HP:0005558	MP:0009747
HP:0003908	MP:0002159
HP:0011259	MP:0004876
HP:0008315	MP:0002534
HP:0000050	MP:0009889
HP:0007616	MP:0012572
HP:0011208	MP:0004865
HP:0100950	MP:0009283
HP:0006579	MP:0010767
HP:0006415	MP:0011609
HP:0011684	MP:0002982
HP:0009415	MP:0006157
HP:0011470	MP:0004567
HP:0010065	MP:0009297
HP:0010006	MP:0004404
HP:0010278	MP:0009758
HP:0003738	MP:0008758
HP:0100385	MP:0001783
HP:0011597	MP:0008047
HP:0007406	MP:0004502
HP:0011426	MP:0010810
HP:0100219	MP:0006057
HP:0004889	MP:0010716
HP:0003765	MP:0012055
HP:0008828	MP:0002006
HP:0012262	MP:0000803
HP:0004478	MP:0011162
HP:0011906	MP:0004580
HP:0010804	MP:0006271
HP:0010639	MP:0003185
HP:0010209	MP:0011010
HP:0009569	MP:0010844
HP:0003566	MP:0005522
HP:0012564	MP:0008758
HP:0012423	MP:0011699
HP:0008045	MP:0012063
HP:0011790	MP:0010084
HP:0007530	MP:0003967
HP:0005290	MP:0004492
HP:0011316	MP:0008831
HP:0008045	MP:0010668
HP:0009740	MP:0010816
HP:0011649	MP:0006409
HP:0000728	MP:0008743
HP:0006465	MP:0011343
HP:0004817	MP:0010282
HP:0100673	MP:0009193
HP:0011474	MP:0010012
HP:0006558	MP:0001676
HP:0010002	MP:0009752
HP:0010733	MP:0012453
HP:0200148	MP:0004402
HP:0008269	MP:0002304
HP:0003329	MP:0010270
HP:0005280	MP:0012424
HP:0002488	MP:0004588
HP:0007438	MP:0010830
HP:0002665	MP:0011070
HP:0011129	MP:0000662
HP:0008272	MP:0011959
HP:0001950	MP:0001901
HP:0009222	MP:0009785
HP:0011761	MP:0010731
HP:0011351	MP:0004490
HP:0100114	MP:0011914
HP:0007508	MP:0001209
HP:0006851	MP:0012527
HP:0011171	MP:0011622
HP:0005995	MP:0005051
HP:0005744	MP:0012055
HP:0006121	MP:0000683
HP:0002763	MP:0010759
HP:0006400	MP:0010435
HP:0009840	MP:0004489
HP:0007068	MP:0009284
HP:0006837	MP:0011664
HP:0004045	MP:0011667
HP:0002744	MP:0012450
HP:0002787	MP:0006206
HP:0007988	MP:0011106
HP:0012361	MP:0010129
HP:0007502	MP:0008519
HP:0005005	MP:0012031
HP:0003213	MP:0004673
HP:0005700	MP:0011846
HP:0100867	MP:0009753
HP:0012332	MP:0000164
HP:0006026	MP:0011610
HP:0001074	MP:0008301
HP:0005369	MP:0000672
HP:0006442	MP:0008853
HP:0004828	MP:0012355
HP:0011287	MP:0002888
HP:0002339	MP:0004572
HP:0001144	MP:0011668
HP:0011773	MP:0000387
HP:0000656	MP:0002452
HP:0009230	MP:0012453
HP:0005995	MP:0009704
HP:0005997	MP:0006419
HP:0100064	MP:0002682
HP:0006367	MP:0011675
HP:0011721	MP:0000249
HP:0005617	MP:0011111
HP:0007525	MP:0004183
HP:0006114	MP:0012420
HP:0009398	MP:0010845
HP:0004890	MP:0012557
HP:0010846	MP:0003223
HP:0002308	MP:0002486
HP:0008368	MP:0004589
HP:0011186	MP:0009118
HP:0003267	MP:0002190
HP:0010391	MP:0012350
HP:0011655	MP:0010479
HP:0010205	MP:0009546
HP:0002419	MP:0011055
HP:0009847	MP:0003409
HP:0006642	MP:0004295
HP:0003494	MP:0006299
HP:0011876	MP:0008517
HP:0004090	MP:0002848
HP:0005477	MP:0011820
HP:0001410	MP:0011134
HP:0004880	MP:0005030
HP:0011631	MP:0008094
HP:0007678	MP:0003563
HP:0003785	MP:0011709
HP:0011643	MP:0005571
HP:0011697	MP:0004139
HP:0011595	MP:0004675
HP:0100250	MP:0010012
HP:0004631	MP:0008728
HP:0003223	MP:0008473
HP:0011894	MP:0008286
HP:0007439	MP:0004180
HP:0004713	MP:0010045
HP:0012105	MP:0001721
HP:0011335	MP:0010156
HP:0003909	MP:0000660
HP:0009976	MP:0001028
HP:0009259	MP:0004252
HP:0005572	MP:0009636
HP:0100341	MP:0004528
HP:0011213	MP:0003397
HP:0002744	MP:0003123
HP:0000648	MP:0009278
HP:0000675	MP:0004433
HP:0010607	MP:0011033
HP:0007827	MP:0000871
HP:0006749	MP:0010269
HP:0001992	MP:0010416
HP:0008338	MP:0012081
HP:0008323	MP:0002052
HP:0012333	MP:0006276
HP:0011288	MP:0012445
HP:0009883	MP:0011034
HP:0001326	MP:0005583
HP:0002849	MP:0003218
HP:0004729	MP:0008824
HP:0010980	MP:0001459
HP:0000940	MP:0008515
HP:0007285	MP:0001221
HP:0100187	MP:0012472
HP:0002549	MP:0004761
HP:0000660	MP:0004429
HP:0002159	MP:0002898
HP:0012497	MP:0011270
HP:0007740	MP:0006147
HP:0009493	MP:0000389
HP:0002822	MP:0008303
HP:0009850	MP:0004328
HP:0005921	MP:0008306
HP:0001040	MP:0010669
HP:0004485	MP:0001797
HP:0011547	MP:0010675
HP:0011758	MP:0001365
HP:0005850	MP:0010536
HP:0200114	MP:0011063
HP:0005900	MP:0012011
HP:0010854	MP:0009227
HP:0006174	MP:0010563
HP:0003134	MP:0000855
HP:0008501	MP:0009699
HP:0004013	MP:0003332
HP:0003267	MP:0004332
HP:0000619	MP:0008756
HP:0010018	MP:0011663
HP:0011548	MP:0005542
HP:0100140	MP:0000398
HP:0005275	MP:0011094
HP:0012551	MP:0009713
HP:0002055	MP:0008157
HP:0100313	MP:0008761
HP:0012624	MP:0010651
HP:0011535	MP:0009779
HP:0006851	MP:0008769
HP:0006699	MP:0012147
HP:0003640	MP:0002464
HP:0100841	MP:0011667
HP:0008486	MP:0011900
HP:0006729	MP:0011719
HP:0001862	MP:0009856
HP:0001664	MP:0000875
HP:0000189	MP:0008478
HP:0003613	MP:0003967
HP:0007780	MP:0012186
HP:0012599	MP:0009836
HP:0008167	MP:0008427
HP:0011988	MP:0009064
HP:0001052	MP:0010947
HP:0005910	MP:0004073
HP:0011529	MP:0009747
HP:0011129	MP:0004999
HP:0000239	MP:0008432
HP:0100309	MP:0008141
HP:0006694	MP:0009767
HP:0002880	MP:0004568
HP:0004121	MP:0010475
HP:0010494	MP:0010167
HP:0004471	MP:0005494
HP:0012662	MP:0009640
HP:0005700	MP:0004610
HP:0010402	MP:0012041
HP:0010131	MP:0006067
HP:0005066	MP:0010146
HP:0002812	MP:0009290
HP:0001133	MP:0012012
HP:0006783	MP:0000142
HP:0002019	MP:0008732
HP:0002851	MP:0008377
HP:0002783	MP:0011329
HP:0004288	MP:0009297
HP:0007428	MP:0000143
HP:0009711	MP:0001457
HP:0011757	MP:0011610
HP:0006769	MP:0010013
HP:0009304	MP:0006264
HP:0011698	MP:0002988
HP:0009323	MP:0002843
HP:0006099	MP:0009750
HP:0010809	MP:0011051
HP:0011156	MP:0001456
HP:0003165	MP:0004727
HP:0006606	MP:0012148
HP:0005372	MP:0008360
HP:0010402	MP:0002143
HP:0011212	MP:0009155
HP:0200148	MP:0010834
HP:0000666	MP:0010230
HP:0008019	MP:0011038
HP:0003800	MP:0004052
HP:0009482	MP:0012189
HP:0006176	MP:0006015
HP:0006438	MP:0008530
HP:0002626	MP:0008979
HP:0012267	MP:0010507
HP:0004162	MP:0010710
HP:0006541	MP:0012658
HP:0011979	MP:0004526
HP:0003536	MP:0008530
HP:0004021	MP:0010931
HP:0012331	MP:0011580
HP:0009724	MP:0006003
HP:0003099	MP:0003880
HP:0008653	MP:0009435
HP:0011148	MP:0008945
HP:0012511	MP:0011729
HP:0008346	MP:0004432
